scorer,Sam,Sam,Sam,Sam,Sam,Sam,Sam,Sam,Sam,Sam,Sam,Sam,Sam,Sam,Sam,Sam,Sam,Sam,Sam,Sam,Sam,Sam,Sam,Sam,Sam,Sam,Sam,Sam,Sam,Sam
bodyparts,head,head,neck,neck,left shoulder,left shoulder,left elbow,left elbow,left wrist,left wrist,left hand,left hand,right shoulder,right shoulder,right elbow,right elbow,right wrist,right wrist,right hand,right hand,thumb,thumb,pointer,pointer,middle,middle,ring,ring,pinkie,pinkie
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\WEBCAM_t_2023-07-07_1_VIDEO\img0008.png,326.35465432770815,227.05113150322728,305.8242864919511,337.1685589859243,409.40932420872537,353.03293413173657,451.4032584182284,472.48234699432305,,,,,156.51252041371794,367.9641107395598,,,,,,,,,,,,,,,,
labeled-data\WEBCAM_t_2023-07-07_1_VIDEO\img0014.png,331.95384555564186,227.98433004121625,319.8222645617854,328.7697721440236,437.4052803483941,364.231316587604,509.26156777354373,478.08153822225677,,,,,155.57932187572897,353.0329341317365,124.78377012209336,452.88517769655493,,,,,,,,,,,,,,
labeled-data\WEBCAM_t_2023-07-07_1_VIDEO\img0021.png,371.1481841511781,261.5794774088187,355.28380900536587,350.23333851776965,477.53281748191927,366.0977136635819,,,,,,,195.70685900925412,334.36896337195736,126.6501671980713,402.49245664515126,92.12182129247986,478.08153822225677,,,,,,,,,,,,
labeled-data\WEBCAM_t_2023-07-07_1_VIDEO\img0022.png,379.5469709930787,231.71712419317208,359.0166031573215,351.16653705575857,484.0652072478419,382.89528734738315,,,,,,,191.9740648572983,323.1705809160899,144.38093941986148,390.3608756512948,93.05501983046884,479.01473676024574,,,,,,,,,,,,
labeled-data\WEBCAM_t_2023-07-07_1_VIDEO\img0028.png,392.61175052492416,136.53087331829846,382.34656660704553,263.4458744847966,549.3891049070689,317.57138968815616,629.6441791741192,474.34874407030094,,,,,229.30200637685658,248.51469787697334,221.83641807294492,330.63616922000153,187.30807216735354,394.09366980325063,191.04086631930932,422.0896259429193,,,,,,,,,,
labeled-data\WEBCAM_t_2023-07-07_1_VIDEO\img0033.png,396.34454467687993,31.079438525546266,396.34454467687993,138.39727039427635,540.0571195271793,187.8567929076911,619.3789952562406,379.1624931954273,622.1785908702077,478.08153822225677,,,259.1643595925032,165.46002799595612,265.69674935842596,271.84466132669723,241.43358737071304,376.3628975814604,229.30200637685658,401.5592581071623,183.5752780153977,412.7576405630298,,,,,,,,
labeled-data\WEBCAM_t_2023-07-07_1_VIDEO\img0035.png,399.1441402908468,5.883077999844431,401.94373590481365,129.0652850143868,544.723112217124,138.39727039427635,623.1117894081965,333.4357648339684,608.1806128003732,474.34874407030094,,,275.9619332763045,143.99646162221012,282.4943230422271,270.91146278870826,261.9639552064701,372.63010342950463,253.5651683645695,401.5592581071623,200.37285169919892,403.4256551831402,,,,,,,,
labeled-data\WEBCAM_t_2023-07-07_1_VIDEO\img0038.png,400.0773388288358,12.415467765767175,414.0753168986701,108.53491717862977,548.45590636908,104.80212302667388,630.5773777121083,283.9762423205537,624.0449879461855,442.6199937786764,,,297.4254996500504,131.86488062835366,312.35667625787374,257.8466832568629,268.4963449723928,395.9600668792285,,,216.2372268450112,409.9580449490629,,,,,,,,
labeled-data\WEBCAM_t_2023-07-07_1_VIDEO\img0039.png,405.67653005676954,18.947857531689806,415.94171397464805,90.80414495683954,544.7231122171243,105.73532156466285,628.7109806361302,281.17664670658684,623.1117894081965,445.4195893926433,623.1117894081965,477.1483396842678,304.8910879539621,130.9316820903647,321.68866163776335,280.24344816859787,280.6279259662493,390.3608756512948,257.29796251652533,400.6260595691733,221.83641807294492,411.8244420250408,,,,,,,,
labeled-data\WEBCAM_t_2023-07-07_1_VIDEO\img0047.png,408.4761256707364,10.549070689789232,428.0732949685045,79.60576250097205,558.7210902869585,76.80616688700519,629.6441791741192,240.1159110350727,633.3769733260751,395.0268683412396,632.4437747880861,447.2859864686212,338.4862353215646,136.53087331829846,357.1502060813437,283.9762423205537,294.62590403608357,384.7616844233611,265.69674935842596,395.9600668792285,231.16840345283453,408.091647873085,,,,,,,,
labeled-data\WEBCAM_t_2023-07-07_1_VIDEO\img0048.png,399.1441402908468,10.549070689789232,429.93969204448246,92.67054203281748,553.1218990590248,62.808188817170844,636.1765689400421,240.1159110350727,630.5773777121083,395.0268683412396,632.4437747880861,450.0855820825881,346.8850221634652,133.7312777043316,354.35061046737684,272.7778598646862,291.8263084221167,383.82848588537206,268.4963449723928,397.82646395520646,225.56921222490075,409.02484641107395,,,,,,,,
labeled-data\WEBCAM_t_2023-07-07_1_VIDEO\img0087.png,413.1421183606812,7.7494750758223745,437.4052803483941,66.54098296912667,549.3891049070689,43.211019519402726,634.3101718640639,229.8507271171942,632.4437747880861,374.4965005054825,625.9113850221634,444.4863908546543,366.4821914612333,140.2636674702543,399.1441402908468,291.44183062446535,325.42145578971923,391.2940741892837,283.42752158021614,400.6260595691733,252.63196982658053,405.2920522591181,,,,,,,,
labeled-data\WEBCAM_t_2023-07-07_1_VIDEO\img0097.png,416.87491251263697,5.883077999844431,433.67248619643823,79.60576250097205,562.4538844389144,42.27782098141381,634.3101718640642,224.25153588926048,636.176568940042,364.231316587604,634.3101718640639,424.88922155688624,352.4842133913989,144.9296601601991,341.28583093553146,293.30822770044324,243.29998444669093,389.42767711330583,208.77163854109955,400.6260595691733,161.17851310366274,411.8244420250408,,,,,,,,
labeled-data\WEBCAM_t_2023-07-07_1_VIDEO\img0108.png,378.61377245508976,13.34866630375609,392.61175052492416,70.2737771210825,512.0611633875105,69.34057858309353,588.5834435026052,225.1847344272494,625.9113850221634,362.3649195116261,627.7777820981414,428.622015708842,304.8910879539621,145.862858698188,256.36476397853636,289.5754335484874,136.91535111594982,392.22727272727275,108.91939497628113,412.7576405630298,51.06108562096574,431.42161132280893,,,,,,,,
labeled-data\WEBCAM_t_2023-07-07_1_VIDEO\img0111.png,349.68461777743204,6.81627653783346,372.081382689167,88.93774788086165,483.132008709853,69.34057858309353,554.9882961350027,230.7839256551831,592.3162376545611,367.0309122015709,597.9154288824948,424.88922155688624,282.4943230422271,141.19686600824326,228.36880783886767,285.8426393965316,110.78579205225901,391.2940741892837,74.39104907068969,410.89124348705184,26.79792363325288,437.9540010887316,,,,,,,,
labeled-data\WEBCAM_t_2023-07-07_1_VIDEO\img0112.png,348.7514192394431,12.415467765767175,362.7493973092775,83.33855665292788,473.8000233299634,74.00657127303833,539.1239209891904,235.4499183451279,578.3182595847268,374.4965005054825,584.8506493506493,434.2212069367758,271.2959405863597,144.9296601601991,216.2372268450112,283.0430437825647,108.91939497628113,387.56128003732795,75.32424760867866,410.8912434870518,14.666342639396419,436.0876040127537,,,,,,,,
labeled-data\WEBCAM_t_2023-07-07_1_VIDEO\img0115.png,322.6218601757524,11.482269227778147,335.68663970759775,89.87094641885062,443.93767011431675,84.27175519091685,497.1299867796873,232.6503227311611,526.9923399953339,353.0329341317365,528.8587370713119,395.0268683412396,241.43358737071304,157.0612411540555,179.84248386344188,277.443852554631,83.72303445057929,382.89528734738315,43.59549731705408,415.55723617699664,,,,,,,,,,
labeled-data\WEBCAM_t_2023-07-07_1_VIDEO\img0122.png,277.8283303522824,28.279842911579408,290.8931098841278,108.53491717862977,392.61175052492416,100.13613033672914,440.204875962361,239.18271249708374,458.86884672214006,343.7009487518469,458.86884672214006,394.09366980325063,198.50645462322103,168.25962360992298,135.98215257796085,283.9762423205537,27.73112217124185,404.35885372112915,0.6683645695620726,429.555214246831,,,,,,,,,,
labeled-data\WEBCAM_t_2023-07-07_1_VIDEO\img0124.png,272.2291391243486,31.079438525546266,282.4943230422271,112.2677113305856,376.7473753791118,103.86892448868497,432.73928765844937,252.24749202892912,448.60366280426143,340.90135313788005,445.8040671902947,386.628081499339,194.7736604712652,167.32642507193407,140.64814526790565,281.17664670658684,20.26553386733019,405.2920522591181,,,,,,,,,,,,
labeled-data\WEBCAM_t_2023-07-07_1_VIDEO\img0142.png,282.4943230422271,78.67256396298313,288.09351427016094,152.39524846411075,368.34858853721124,166.3932265339451,386.07936075900136,277.443852554631,401.94373590481365,380.0956917334163,407.5429271327475,419.29003032895247,204.10564585115475,179.45800606579047,176.10968971148606,303.57341161832176,149.04693210980628,396.8932654172175,148.1137335718173,436.0876040127537,185.4416750913756,465.0167586904114,167.71090286958542,479.01473676024574,,,,,,
labeled-data\WEBCAM_t_2023-07-07_1_VIDEO\img0145.png,289.95991134613877,97.33653472276228,290.8931098841278,164.52682945796715,366.4821914612333,179.45800606579047,385.1461622210124,289.57543354848747,393.5449490629131,385.69488296135,390.7453534489462,429.555214246831,209.70483707908852,187.8567929076911,198.50645462322103,308.23940430826656,174.2432926355081,403.4256551831402,174.2432926355081,431.42161132280893,192.90726339528726,467.81635430437825,177.04288824947497,478.08153822225677,,,,,,
labeled-data\WEBCAM_t_2023-07-07_1_VIDEO\img0173.png,252.63196982658053,140.2636674702543,250.7655727506026,192.5227855976359,303.02469087798426,212.11995489540396,311.42347771988483,297.97422039038804,310.4902791818959,379.1624931954273,313.2898747958628,408.091647873085,186.37487362936457,206.52076366747025,172.37689555953023,306.37300723228867,157.4457189517069,384.7616844233611,151.84652772377314,409.02484641107395,167.71090286958542,431.42161132280893,158.37891748969582,456.61797184851076,149.98013064779525,464.0835601524224,141.58134380589462,460.3507660004666,139.71494672991668,450.0855820825881
labeled-data\WEBCAM_t_2023-07-07_1_VIDEO\img0174.png,249.83237421261367,136.53087331829846,253.5651683645695,190.65638852165796,308.62388210591797,214.91955050937088,309.55708064390694,299.8406174663659,313.2898747958628,381.0288902714052,309.5570806439069,411.8244420250408,186.37487362936457,207.45396220545922,169.5772999455633,299.840617466366,159.3121160276848,380.0956917334163,155.57932187572897,401.5592581071623,163.04491017964062,424.88922155688624,147.18053503382833,451.95197915856596,135.98215257796085,459.4175674624776,,,,
